project_id,month,direct_cost,fte_count,business_value
P-0012,7,1829.8413784175807,0.0,56917.12147860362
P-0012,8,1676.017690899321,0.0,68870.84525119918
P-0012,9,1763.1837793636512,0.0,71898.06214862314
P-0013,1,61431.72177743906,8.0,0.0
P-0013,2,61996.892141890734,9.0,0.0
P-0013,3,57737.45828768562,9.0,0.0
P-0013,4,61039.97974182293,8.0,0.0
P-0013,5,69642.06740877227,9.0,0.0
P-0013,6,64736.52645111839,8.0,0.0
P-0013,7,68853.31074931205,7.0,0.0
P-0013,8,69117.68989200992,8.0,0.0
P-0013,9,76738.61404742092,7.0,0.0
P-0013,10,63516.038383142426,7.0,0.0
P-0013,11,54501.41925621435,8.0,0.0
P-0013,12,74724.05158233058,8.0,0.0
P-0013,13,63605.844855294796,9.0,0.0
P-0013,14,21300.476476399763,4.0,1361305.43906416
P-0013,15,18965.410603011398,5.0,5842970.822840822
P-0013,16,17322.35754661979,5.0,6433934.688659256
P-0013,17,18854.914935711335,5.0,6253981.424810682
P-0013,18,23971.503715267976,5.0,6424327.627385396
P-0013,19,24373.770315479185,4.0,5849133.602458517
P-0013,20,17962.694629692916,5.0,5470008.9795232
P-0014,1,60116.364324513816,3.0,0.0
P-0014,2,55528.75257327208,3.0,0.0
P-0014,3,51362.24332241002,3.0,0.0
P-0014,4,56086.81992859132,3.0,0.0
P-0014,5,51219.115277942925,4.0,0.0
P-0014,6,59160.617432093844,2.0,0.0
P-0014,7,41499.94514075885,3.0,0.0
P-0014,8,51047.201251328224,5.0,0.0
P-0014,9,40482.50272647651,3.0,0.0
P-0014,10,43646.74086055812,4.0,0.0
P-0014,11,61894.43044666466,3.0,0.0
P-0014,12,58902.99739474733,3.0,0.0
P-0014,13,4968.006336079971,1.0,376018.221817313
P-0014,14,4163.621773656835,1.0,489942.8921192844
P-0014,15,2661.711469066004,1.0,482276.74266321113
P-0014,16,5148.792029507154,1.0,614842.8020157766
P-0014,17,8193.55979315616,1.0,714190.4638350504
P-0014,18,6153.862591735488,1.0,781856.8095793921
P-0015,1,68044.46588164807,8.0,0.0
P-0015,2,68837.69940703614,9.0,0.0
P-0015,3,71891.0693101032,8.0,0.0
P-0015,4,61684.981195179476,9.0,0.0
P-0015,5,76130.91456086795,8.0,0.0
P-0015,6,75758.82660043157,8.0,0.0
P-0015,7,73420.81241425108,9.0,0.0
P-0015,8,74865.04309887187,8.0,0.0
P-0015,9,72674.50928523781,7.0,0.0
P-0015,10,40662.74595475408,5.0,307564.41913681105
P-0015,11,29294.36548576325,5.0,310370.7854660726
P-0015,12,28115.89148717043,4.0,366200.84419942234
P-0015,13,25724.30391059603,5.0,528594.5107244141
P-0015,14,24231.129316776096,5.0,684511.2472579431
P-0015,15,23094.332145435226,5.0,787212.1486911403
P-0015,16,24999.66845734245,4.0,1148071.0615870047
P-0015,17,29382.293608848366,5.0,1497073.6688135774
P-0015,18,31551.733927240475,4.0,1694868.7624737062
P-0015,19,30034.892363193354,5.0,2268234.470020809
P-0015,20,25659.979077348387,5.0,2377170.4080563188
P-0015,21,34583.18478391092,5.0,3535708.502239337
P-0016,1,120072.89413844046,4.0,0.0
P-0016,2,91834.78223073899,4.0,0.0
P-0016,3,123906.1376858153,5.0,0.0
P-0016,4,108601.91719092224,6.0,0.0
P-0016,5,134534.68822276662,4.0,0.0
P-0016,6,7323.391406826439,1.0,80899.89553032244
P-0016,7,7309.975385842681,2.0,149763.09492420987
P-0016,8,9060.21025928164,0.0,182355.06755183294
P-0016,9,9389.81683342274,0.0,274040.88142916263
P-0016,10,8921.956205150194,1.0,302524.0937424698
P-0016,11,5751.096353759546,1.0,342973.5701116232
P-0016,12,9055.60759252471,1.0,466171.89499583945
P-0017,1,40409.66891541333,10.0,0.0
P-0017,2,36109.77746824844,11.0,0.0
P-0017,3,38831.44162142936,9.0,0.0
P-0017,4,40098.5460007998,9.0,0.0
P-0017,5,32206.5645518891,11.0,0.0
P-0017,6,32643.880944718214,12.0,0.0
P-0017,7,42837.57011894156,10.0,0.0
P-0017,8,37954.91364912606,9.0,0.0
P-0017,9,28031.890858934297,10.0,0.0
P-0017,10,44308.88614922361,10.0,0.0
P-0017,11,41818.567781335296,10.0,0.0
P-0017,12,37026.00924611476,9.0,0.0
P-0017,13,34096.00684402509,10.0,0.0
P-0017,14,44556.54001312971,10.0,0.0
P-0017,15,42192.648734782924,9.0,0.0
P-0017,16,52073.035205233515,10.0,0.0
P-0017,17,42536.878912982975,11.0,0.0
P-0017,18,42379.01902741252,10.0,0.0
P-0017,19,39683.84388449482,10.0,0.0
P-0017,20,44464.05573946765,10.0,0.0
P-0017,21,43532.55380120049,10.0,0.0
P-0017,22,46577.64831433348,9.0,0.0
P-0017,23,37961.6962927689,10.0,0.0
P-0017,24,38379.193951263085,10.0,0.0
P-0017,25,11622.533793863284,3.0,166961.0560544426
P-0017,26,14529.980058496352,2.0,838313.6051158491
P-0017,27,16149.967249637732,3.0,889984.483098256
P-0017,28,11668.925178871306,2.0,985074.518661941
P-0017,29,11746.9210117088,2.0,886803.6970294113
P-0017,30,13438.519691981446,2.0,829944.2784080982
P-0017,31,12156.769368246885,2.0,900415.6121122703
P-0017,32,14899.16623154324,2.0,980458.3211058486
P-0017,33,7563.9977728958,2.0,833913.7416931761
P-0017,34,10826.699568588452,2.0,838645.1166225112
P-0017,35,10928.09854251925,1.0,944955.2678568838
P-0018,1,88315.44572820769,4.0,0.0
P-0018,2,95727.09538687533,4.0,0.0
P-0018,3,2538.4833759471767,0.0,329506.0500170665
P-0018,4,2112.097578223799,0.0,874735.287646234
P-0018,5,2287.4611628398,0.0,1333229.1949054361
P-0018,6,1597.3820880606613,0.0,1889043.5129817198
P-0019,1,49955.61943844781,17.0,0.0
P-0019,2,46753.33957066947,17.0,0.0
P-0019,3,47298.83798623823,18.0,0.0
P-0019,4,46761.34216968328,19.0,0.0
P-0019,5,45217.71238938985,19.0,0.0
P-0019,6,34143.32438895214,18.0,0.0
P-0019,7,43877.09827666468,18.0,0.0
P-0019,8,40541.78979087519,17.0,0.0
P-0019,9,36769.449263851726,18.0,0.0
P-0019,10,52208.39953301175,18.0,0.0
P-0019,11,8731.987971975414,5.0,409677.0620811171
P-0019,12,8288.739152236862,6.0,2277320.0613537226
P-0019,13,6965.366224541374,6.0,2272100.4811246493
P-0019,14,8278.435754909688,5.0,2615522.4053019867
P-0019,15,6673.890155746201,5.0,2450268.5915309046
P-0019,16,6902.535020509968,5.0,2288779.5678748447
P-0019,17,5348.698360143715,5.0,2332197.670677266
P-0019,18,7135.315316419538,5.0,2294773.7834016792
P-0020,1,236755.04271965017,4.0,0.0
P-0020,2,21942.834563225475,2.0,1124611.7959323488
P-0021,1,60344.90008840979,4.0,0.0
P-0021,2,93060.12893600586,4.0,0.0
P-0021,3,105485.22492622946,4.0,0.0
P-0021,4,76816.25904153007,4.0,0.0
P-0021,5,84790.19073336292,4.0,0.0
P-0021,6,80812.83786880756,4.0,0.0
P-0021,7,79304.83735102053,4.0,0.0
P-0021,8,85361.01284075658,3.0,0.0
P-0021,9,104057.19259146173,4.0,0.0
P-0021,10,108427.02976843677,5.0,0.0
P-0021,11,85257.84686804662,3.0,0.0
P-0021,12,109148.47729382874,3.0,0.0
P-0021,13,89218.46559001965,3.0,0.0
P-0021,14,10566.454133943427,1.0,168121.28016188627
P-0021,15,7896.393481119993,1.0,190884.29707533546
P-0021,16,8220.729564662202,1.0,210751.99165060167
P-0021,17,8559.60891653817,1.0,288850.8574358787
P-0022,1,191607.99181447085,17.0,0.0
P-0022,2,158074.839013168,16.0,0.0
P-0022,3,116658.47091545789,16.0,0.0
P-0022,4,132616.13987371585,17.0,0.0
P-0022,5,150039.1160764899,17.0,0.0
P-0022,6,155546.4908381001,17.0,0.0
P-0022,7,158533.95677506528,17.0,0.0
P-0022,8,167475.32932612777,16.0,0.0
P-0022,9,160467.23028213295,17.0,0.0
P-0022,10,187694.9710170477,17.0,0.0
P-0022,11,153180.1991261427,17.0,0.0
P-0022,12,149453.3617927392,17.0,0.0
P-0022,13,176283.16564931493,16.0,0.0
P-0022,14,135983.90056862423,17.0,0.0
P-0022,15,174499.09440566425,17.0,0.0
P-0022,16,21285.694254701444,4.0,338132.74439948064
P-0022,17,20345.21542698825,4.0,640437.6203698103
P-0022,18,26874.954792525106,5.0,1058218.3105456203
P-0022,19,18559.15896383959,5.0,1703595.63430373
P-0022,20,28650.692549686864,5.0,2394382.178739433
P-0022,21,20051.822489594073,5.0,3596896.8042464056
P-0022,22,16095.780332468683,5.0,3619037.961721634
P-0022,23,21162.927280403415,5.0,5073671.945093656
P-0022,24,16851.07782244398,5.0,5560710.134602429
P-0022,25,18071.800410962107,5.0,6596964.952539215
P-0022,26,22393.522684350355,5.0,6593737.626779141
P-0022,27,22989.980121779958,5.0,7052317.756343311
P-0023,1,121283.47688587729,3.0,0.0
P-0023,2,120311.48477071228,3.0,0.0
P-0023,3,15598.911832930582,2.0,1164409.708274703
P-0023,4,17424.05453881844,2.0,1211916.406029334
P-0024,1,255061.1543247104,1.0,0.0
P-0024,2,290333.3930554101,2.0,0.0
P-0024,3,246978.4104600466,1.0,0.0
P-0024,4,23563.17468508019,1.0,1720516.6513683577
P-0024,5,28182.52497304907,0.0,2454213.3675532704
P-0025,1,99963.80627632745,14.0,0.0
P-0025,2,104102.39133021723,13.0,0.0
P-0025,3,117884.57965276654,12.0,0.0
P-0025,4,109590.45963794058,13.0,0.0
P-0025,5,114023.55508206852,13.0,0.0
P-0025,6,118360.06036030194,12.0,0.0
P-0025,7,104623.39365867796,13.0,0.0
P-0025,8,119492.84847323014,13.0,0.0
P-0025,9,114531.42473446018,13.0,0.0
P-0025,10,93318.09219965045,13.0,0.0
P-0025,11,128511.84023517717,12.0,0.0
P-0025,12,102968.25236674608,13.0,0.0
P-0025,13,87793.00570565948,13.0,0.0
P-0025,14,95812.82569834373,13.0,0.0
P-0025,15,8891.739377459004,3.0,397878.1763759488
P-0025,16,10996.217740571381,4.0,1189759.9106554738
P-0025,17,10356.91633353581,4.0,2149587.5542258825
P-0025,18,10233.41573528225,4.0,2172138.2327771476
P-0025,19,12109.086909977268,3.0,2015847.4834299823
P-0025,20,11560.37381428452,3.0,1904264.3699752737
P-0025,21,11513.650393777038,3.0,2060660.3085724541
P-0025,22,11697.545117318747,3.0,1899891.3237888573
P-0025,23,12102.091782231613,3.0,1983447.402182702
P-0025,24,6760.41682398561,3.0,2140161.8034225735
P-0025,25,10179.282462518622,3.0,1895153.735092292
P-0026,1,184353.52110777004,23.0,0.0
P-0026,2,197508.27782228417,22.0,0.0
P-0026,3,189156.39894641112,23.0,0.0
P-0026,4,190248.70221640723,22.0,0.0
P-0026,5,178561.03470141214,23.0,0.0
P-0026,6,156260.02377144105,23.0,0.0
P-0026,7,152981.36064024057,24.0,0.0
P-0026,8,202479.83220942665,22.0,0.0
P-0026,9,181526.90689874344,24.0,0.0
P-0026,10,174330.64253509152,23.0,0.0
P-0026,11,187952.979681136,23.0,0.0
P-0026,12,205672.241393239,23.0,0.0
P-0026,13,191825.18133677178,23.0,0.0
P-0026,14,172979.52614637546,23.0,0.0
P-0026,15,215391.3848320291,24.0,0.0
P-0026,16,223342.53398463692,23.0,0.0
P-0026,17,198904.37056027324,24.0,0.0
P-0026,18,209699.29978463732,23.0,0.0
P-0026,19,215744.38458230274,23.0,0.0
P-0026,20,52287.438726454144,8.0,143863.349552057
P-0026,21,48251.88406759444,8.0,233432.15640402134
P-0026,22,48128.689174957384,9.0,307364.75040291174
P-0026,23,47513.2948340187,8.0,472977.1707130342
P-0026,24,34867.00985120894,8.0,601219.0894978674
P-0026,25,48929.35637509526,8.0,930450.8017009249
P-0026,26,32845.50802700849,8.0,1189373.7466655043
P-0026,27,37234.677103159425,7.0,1416784.7537029383
P-0026,28,53644.086657189095,8.0,1790872.7872237542
P-0026,29,50020.34017321087,8.0,2085109.6670694652
P-0026,30,55081.81691830902,9.0,2310495.933939122
P-0026,31,41324.39055008053,9.0,2916338.38516873
P-0026,32,34437.558388223566,8.0,2676627.678204265
P-0026,33,41568.69159650019,9.0,2745726.2973746713
P-0026,34,44247.082981482534,8.0,2389613.470675142
P-0027,1,67646.43755052076,6.0,0.0
P-0027,2,61089.855209686204,7.0,0.0
P-0027,3,70988.45637052091,5.0,0.0
P-0027,4,66372.80004675798,5.0,0.0
P-0027,5,65513.86834644442,6.0,0.0
P-0027,6,77081.34145328542,6.0,0.0
P-0027,7,46238.50037030857,6.0,0.0
P-0027,8,11966.94501505104,1.0,571553.2606757275
P-0027,9,12633.892277194725,1.0,1322100.4212693102
P-0027,10,15016.394150167782,1.0,1825985.88714842
P-0027,11,15330.622918177312,1.0,2018261.808475685
P-0027,12,11707.697074804642,1.0,2503080.9855288076
P-0027,13,13217.833703248623,1.0,2786964.610104682
P-0028,1,218604.93098195197,1.0,0.0
P-0028,2,251918.79059439208,3.0,0.0
P-0028,3,34582.94148487761,0.0,533505.2435353203
P-0028,4,36029.13464210651,0.0,558102.2838834522
P-0028,5,31625.439745760123,0.0,418249.19471116643
P-0029,1,38067.803112332345,9.0,0.0
P-0029,2,32670.393783425898,9.0,0.0
P-0029,3,37932.24859272856,9.0,0.0
P-0029,4,34465.41059028205,9.0,0.0
P-0029,5,35929.965177793296,8.0,0.0
P-0029,6,29294.683850166664,10.0,0.0
P-0029,7,34910.67143710515,9.0,0.0
P-0029,8,11516.939949937841,3.0,201335.9044868741
P-0029,9,9124.654001893867,3.0,249082.07161157267
P-0029,10,11206.901506050222,3.0,365262.2745145862
P-0029,11,11219.083918726114,3.0,542841.0840856598
P-0029,12,9174.309365286845,2.0,845786.0196524565
P-0029,13,8123.798757648915,2.0,1162416.4575191136
P-0029,14,8011.346825603015,2.0,1310065.3841235042
P-0029,15,10339.988738349506,2.0,2111416.277253503
P-0029,16,10780.751783692984,3.0,2264172.057969694
P-0030,1,64846.325958477886,5.0,0.0
P-0030,2,64330.13983546816,5.0,0.0
P-0030,3,58689.528271484814,5.0,0.0
P-0030,4,70417.1274765624,5.0,0.0
P-0030,5,70324.50109796438,5.0,0.0
P-0030,6,5129.206168348751,3.0,265778.61834874284
P-0030,7,5916.141043990262,2.0,454598.4462826063
P-0030,8,5843.053166274066,2.0,779129.3128601742
P-0030,9,4321.344084894765,2.0,928205.4081228569
P-0030,10,4945.2767698723155,2.0,1094754.3768779398
P-0030,11,4113.930681326286,2.0,1453073.4505071281
P-0031,1,89121.7628327144,5.0,0.0
P-0031,2,101445.37808970467,5.0,0.0
P-0031,3,75585.92732228404,5.0,0.0
P-0031,4,108228.5768707599,4.0,0.0
P-0031,5,11312.352919919605,2.0,349175.91833668895
P-0031,6,9510.530789241955,2.0,872937.600561387
P-0031,7,5512.99590705816,1.0,1219708.5368652248
P-0031,8,8174.228785964445,2.0,1911389.7635020402
P-0031,9,12171.252033375305,2.0,2123515.2314312947
P-0032,1,53926.053369312925,6.0,0.0
P-0032,2,47989.57247066949,5.0,0.0
P-0032,3,44880.999040099,6.0,0.0
P-0032,4,65426.73844768098,7.0,0.0
P-0032,5,53236.64939815807,6.0,0.0
P-0032,6,46725.87339113772,5.0,0.0
P-0032,7,56857.93910681707,6.0,0.0
P-0032,8,50556.49933490183,6.0,0.0
P-0032,9,49672.910130758355,5.0,0.0
P-0032,10,54683.903050265624,5.0,0.0
P-0032,11,43285.867032878676,7.0,0.0
P-0032,12,19356.127392971794,2.0,105630.98492852584
P-0032,13,24468.003769135346,2.0,151575.24030485074
P-0032,14,19728.136388881194,3.0,193228.9830999263
P-0032,15,16968.336245814065,2.0,303989.60438180406
P-0032,16,16539.5098020239,2.0,390524.77944254386
P-0032,17,16856.528026979468,3.0,665631.5749270205
P-0032,18,17368.844414669136,2.0,893420.142328751
P-0032,19,16963.112648032507,2.0,1143053.8457174082
P-0032,20,21202.8447928923,2.0,1185516.1971857133
P-0033,1,270781.92401342257,24.0,0.0
P-0033,2,242253.01931397055,21.0,0.0
P-0033,3,323322.9407277207,23.0,0.0
P-0033,4,207080.9873947567,23.0,0.0
P-0033,5,293669.2855349069,22.0,0.0
P-0033,6,296943.51470140263,23.0,0.0
P-0033,7,228989.9104352285,24.0,0.0
P-0033,8,323308.9148228665,22.0,0.0
P-0033,9,285544.26534804015,23.0,0.0
P-0033,10,284798.90156620956,22.0,0.0
P-0033,11,255931.21036274452,23.0,0.0
P-0033,12,248424.44836882298,24.0,0.0
P-0033,13,248663.7276370701,23.0,0.0
P-0033,14,267027.164329932,23.0,0.0
P-0033,15,297962.1401820579,22.0,0.0
P-0033,16,260623.2982538976,24.0,0.0
P-0033,17,227175.2722491184,23.0,0.0
P-0033,18,280308.2223428175,23.0,0.0
P-0033,19,283268.8199946097,23.0,0.0
P-0033,20,275111.83877378376,22.0,0.0
P-0033,21,44863.338410627526,6.0,497555.72806986916
P-0033,22,37626.40522891454,6.0,1210856.0072649373
P-0033,23,32941.02833299578,6.0,2012972.8463769464
P-0033,24,33373.89234273879,6.0,3846754.526099909
P-0033,25,27910.951862516013,6.0,5178781.609553473
P-0033,26,41242.47397916292,6.0,8826262.244644456
P-0033,27,38961.25314000549,6.0,9418344.690319106
P-0033,28,36422.70560336029,6.0,10787556.639651002
P-0033,29,18511.47964526606,6.0,13166994.52404598
P-0034,1,116336.2709848091,7.0,0.0
P-0034,2,104501.61652128614,6.0,0.0
P-0034,3,87945.15086446678,7.0,0.0
P-0034,4,5426.132654184749,2.0,259653.771332338
P-0034,5,5339.633634435576,2.0,425856.56409574393
P-0034,6,4899.254669596604,2.0,767897.8688247974
P-0034,7,7327.076511965744,2.0,1026189.6171268492
P-0034,8,8640.584287057312,2.0,1517591.2231823846
P-0035,1,150857.7332995029,13.0,0.0
P-0035,2,166571.48832891826,11.0,0.0
P-0035,3,131639.92372255147,12.0,0.0
P-0035,4,190946.3701987369,12.0,0.0
P-0035,5,192024.766559313,12.0,0.0
P-0035,6,186458.99401111822,12.0,0.0
P-0035,7,221901.67647245558,12.0,0.0
P-0035,8,224722.31974808025,11.0,0.0
P-0035,9,192449.03204638092,12.0,0.0
P-0035,10,146138.70568210288,11.0,0.0
P-0035,11,211019.0862957132,12.0,0.0
P-0035,12,209559.23272770765,11.0,0.0
P-0035,13,203760.2924266821,12.0,0.0
P-0035,14,219605.39746584112,11.0,0.0
P-0035,15,169004.19018745222,12.0,0.0
P-0035,16,243824.37776548447,12.0,0.0
P-0035,17,173846.69466221036,13.0,0.0
P-0035,18,214129.72648022918,12.0,0.0
P-0035,19,38105.278860941675,5.0,286822.8260094709
P-0035,20,45563.21807818872,5.0,437186.03405689506
P-0035,21,69664.72678947107,4.0,592708.168264602
P-0035,22,52157.05577468799,5.0,919336.1647156028
P-0035,23,63001.13321473161,6.0,1293686.680365515
P-0035,24,57061.37124995971,5.0,2006456.9261130283
P-0035,25,53693.21952813901,5.0,2664068.9769544085
P-0035,26,68162.28602311692,5.0,3134505.9914315827
P-0035,27,52395.851112248165,5.0,3720431.1591077084
P-0035,28,37185.30044618993,4.0,4503038.162589039
P-0035,29,46814.52302367182,4.0,4644619.771944557
P-0035,30,60156.87795309153,5.0,4881866.73635794
P-0035,31,58623.2660193508,5.0,5249973.542184223
P-0035,32,39290.2365930408,6.0,5593390.315473278
P-0035,33,47591.734102068694,5.0,5479786.236563895
P-0036,1,53603.34287468616,7.0,0.0
P-0036,2,47826.25262203756,8.0,0.0
P-0036,3,74076.10610652178,6.0,0.0
P-0036,4,58681.59530686332,7.0,0.0
P-0036,5,22932.393937002053,5.0,625356.8287631612
P-0036,6,18746.51551758981,5.0,1022088.9859904556
P-0036,7,18640.723788979376,5.0,2179040.516043375
P-0036,8,24199.02026490504,5.0,4098152.0179010965
P-0036,9,21700.12462609695,5.0,7519811.413053285
P-0037,1,13981.351493999335,4.0,0.0
P-0037,2,1912.1084910819277,0.0,292300.107600592
P-0037,3,1954.1373620423328,0.0,644445.2489171508
P-0038,1,24470.527732718147,12.0,0.0
P-0038,2,31510.355356218686,10.0,0.0
P-0038,3,21107.835576238296,12.0,0.0
P-0038,4,32028.65384105805,11.0,0.0
P-0038,5,24395.675683621725,12.0,0.0
P-0038,6,29907.124025102905,10.0,0.0
P-0038,7,29291.54060717058,11.0,0.0
P-0038,8,26708.247948458808,3.0,137188.4972842746
P-0038,9,21353.990749165605,3.0,194734.4658889001
P-0038,10,19306.783846377817,3.0,244788.51953423303
P-0038,11,20051.56966017043,3.0,471714.1052306807
P-0038,12,27118.67401775575,2.0,675914.1553920736
P-0038,13,24193.37408297647,3.0,1139898.7465640397
P-0038,14,20532.004490559102,3.0,1194021.923062523
P-0038,15,21124.476763511124,3.0,1711222.6086183267
P-0039,1,121704.60973472206,6.0,0.0
P-0039,2,4552.742591146212,1.0,384588.85679313866
P-0039,3,3714.080271491614,1.0,1203618.537180103
P-0039,4,4056.619231841924,0.0,2091274.745488548
P-0040,1,91069.0164803469,1.0,0.0
P-0040,2,81945.18280493228,0.0,0.0
P-0040,3,36909.6777890288,2.0,257760.68248372886
P-0040,4,17769.533311256142,2.0,350850.32915083115
P-0041,1,52070.066049143774,3.0,0.0
P-0041,2,45658.47565424688,4.0,0.0
P-0041,3,48198.4336265252,4.0,0.0
P-0041,4,51919.81041128394,3.0,0.0
P-0041,5,51699.00301917517,4.0,0.0
P-0041,6,50906.03158130316,4.0,0.0
P-0041,7,51276.83308793623,4.0,0.0
P-0041,8,50143.26101789672,4.0,0.0
P-0041,9,42561.49407855881,3.0,0.0
P-0041,10,48277.249952961836,5.0,0.0
P-0041,11,57116.03981471806,3.0,0.0
P-0041,12,8053.486555423154,1.0,1068004.201623196
P-0041,13,10320.68919889863,2.0,1538493.921301385
P-0041,14,9108.597893543976,1.0,2367377.7436453076
P-0042,1,36356.448978315,4.0,0.0
P-0042,2,31595.22534072936,4.0,0.0
P-0042,3,40735.762579574206,4.0,0.0
P-0042,4,32922.522503224056,5.0,0.0
